cond,block,white_point,gamma,chroma_gamma,saturation,value_in,hue_in_deg,chroma_out,lum_out,hue_out_deg
huevalue_wp0.88_g1.8_k1.0_s1.3,main,0.88,1.8,1.0,1.3,245,270.0,46.55,232.04,201.0
huevalue_wp0.88_g1.8_k1.0_s1.3,main,0.88,1.8,1.0,1.3,245,300.0,3.77,249.98,
huevalue_wp0.88_g1.8_k1.0_s1.3,main,0.88,1.8,1.0,1.3,245,330.0,200.87,122.46,12.9
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,0.0,0.76,204.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,30.0,0.0,255.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,60.0,4.95,77.69,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,90.0,3.87,76.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,120.0,3.52,70.43,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,150.0,3.15,20.63,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,180.0,2.54,18.1,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,210.0,3.8,64.61,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,240.0,6.12,61.39,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,270.0,3.89,59.53,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,300.0,0.98,4.28,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,40,330.0,0.76,3.83,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,0.0,0.0,255.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,30.0,1.22,250.65,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,60.0,1.22,56.92,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,90.0,1.69,56.5,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,120.0,1.21,9.9,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,150.0,0.0,0.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,180.0,1.21,28.01,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,210.0,4.1,53.65,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,240.0,10.83,58.07,231.2
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,270.0,7.56,32.25,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,300.0,0.92,0.88,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,81,330.0,1.43,5.98,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,0.0,0.0,255.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,30.0,4.21,170.15,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,60.0,26.89,65.62,4.7
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,90.0,27.64,33.75,33.9
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,120.0,8.59,3.56,106.8
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,150.0,13.66,30.82,76.6
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,180.0,3.86,92.4,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,210.0,39.95,113.13,224.8
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,240.0,44.27,116.56,227.6
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,270.0,50.35,89.61,233.2
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,300.0,24.05,38.92,271.3
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,122,330.0,2.97,22.49,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,0.0,0.0,255.0,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,30.0,43.03,98.15,1.3
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,60.0,81.39,52.08,14.3
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,90.0,57.81,47.72,44.9
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,120.0,39.48,29.98,126.6
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,150.0,24.53,103.26,138.6
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,180.0,25.93,134.5,177.7
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,210.0,73.14,146.65,210.1
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,240.0,77.07,135.32,217.5
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,270.0,87.38,120.23,218.1
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,300.0,42.58,67.32,251.1
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,163,330.0,42.85,47.83,1.4
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,0.0,0.5,254.83,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,30.0,142.17,53.15,0.6
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,60.0,150.31,72.52,15.6
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,90.0,195.3,171.82,46.2
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,120.0,68.71,128.43,73.5
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,150.0,34.9,110.64,144.4
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,180.0,31.82,176.47,164.0
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,210.0,108.52,133.47,210.4
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,240.0,121.65,134.74,213.9
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,270.0,108.06,150.16,210.3
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,300.0,29.08,129.37,229.1
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,204,330.0,92.57,76.55,1.4
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,0.0,0.05,254.97,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,30.0,236.06,80.62,1.2
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,60.0,221.79,141.81,28.0
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,90.0,137.49,209.14,60.0
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,120.0,87.34,166.27,54.9
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,150.0,31.58,129.81,122.4
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,180.0,6.25,247.2,
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,210.0,86.08,182.0,200.9
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,240.0,131.76,60.47,219.7
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,270.0,80.46,195.67,205.5
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,300.0,23.23,213.96,14.1
huevalue_wp0.88_g1.8_k1.0_s0.7,main,0.88,1.8,1.0,0.7,245,330.0,173.76,128.31,10.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,0.0,0.8,241.76,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,30.0,0.02,254.99,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,60.0,9.55,55.7,13.9
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,90.0,3.52,54.22,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,120.0,2.3,48.02,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,150.0,0.07,0.03,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,180.0,0.12,0.18,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,210.0,3.97,51.82,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,240.0,8.68,52.0,232.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,270.0,10.78,53.76,224.6
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,300.0,0.07,0.24,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,40,330.0,0.2,0.07,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,0.0,0.0,255.0,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,30.0,5.73,228.44,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,60.0,38.31,66.06,4.5
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,90.0,13.64,59.43,35.6
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,120.0,2.31,4.32,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,150.0,0.67,0.22,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,180.0,5.6,29.86,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,210.0,29.28,64.96,197.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,240.0,65.29,78.74,215.6
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,270.0,64.22,74.6,218.9
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,300.0,26.18,18.61,242.2
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,81,330.0,24.97,8.33,0.0
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,0.0,0.02,254.99,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,30.0,39.31,161.12,2.9
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,60.0,73.34,81.77,11.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,90.0,43.2,39.96,56.8
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,120.0,42.03,16.19,125.0
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,150.0,42.73,52.72,146.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,180.0,37.26,109.98,157.3
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,210.0,73.16,132.41,202.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,240.0,92.67,134.88,210.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,270.0,99.18,119.95,214.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,300.0,50.28,77.14,244.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,122,330.0,66.83,22.46,0.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,0.0,0.01,255.0,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,30.0,110.6,101.86,0.9
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,60.0,122.68,68.0,18.9
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,90.0,123.99,103.96,48.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,120.0,73.99,73.02,86.9
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,150.0,43.88,108.86,150.4
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,180.0,32.71,155.0,162.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,210.0,67.55,177.99,200.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,240.0,99.08,148.95,209.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,270.0,99.67,150.74,204.3
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,300.0,31.27,137.0,230.6
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,163,330.0,107.88,39.73,1.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,0.0,0.59,254.36,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,30.0,214.77,74.15,0.5
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,60.0,214.31,108.55,21.0
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,90.0,193.77,172.08,45.2
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,120.0,81.84,129.17,70.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,150.0,35.33,115.34,140.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,180.0,25.3,196.65,147.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,210.0,80.76,171.89,199.8
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,240.0,119.92,138.79,209.5
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,270.0,73.25,188.68,204.5
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,300.0,9.9,196.81,346.8
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,204,330.0,183.22,92.83,10.2
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,0.0,0.58,254.28,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,30.0,235.98,82.12,2.2
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,60.0,217.51,144.55,28.5
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,90.0,147.88,202.89,57.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,120.0,76.55,151.97,62.7
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,150.0,35.15,110.61,136.0
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,180.0,10.15,237.2,157.4
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,210.0,57.8,207.57,201.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,240.0,141.38,70.68,214.1
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,270.0,43.49,227.52,203.2
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,300.0,7.37,242.83,
huevalue_wp0.64_g1.0_k1.0_s1.3,main,0.64,1.0,1.0,1.3,245,330.0,167.04,137.4,12.1
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,0.0,1.39,227.98,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,30.0,0.13,254.96,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,60.0,8.16,30.28,44.5
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,90.0,7.67,29.16,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,120.0,6.79,24.7,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,150.0,0.48,0.59,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,180.0,0.4,0.29,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,210.0,2.65,23.5,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,240.0,2.84,29.7,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,270.0,2.71,35.0,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,300.0,1.12,9.17,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,40,330.0,1.82,3.48,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,0.0,0.02,254.99,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,30.0,2.23,232.21,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,60.0,22.61,37.24,19.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,90.0,13.41,35.1,44.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,120.0,3.46,11.19,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,150.0,8.14,5.92,59.5
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,180.0,13.33,26.72,46.6
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,210.0,15.21,74.49,228.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,240.0,38.51,86.37,226.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,270.0,38.97,96.12,226.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,300.0,22.08,46.11,255.3
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,81,330.0,4.59,1.53,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,0.0,0.05,254.56,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,30.0,18.85,161.91,11.2
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,60.0,55.4,49.81,12.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,90.0,34.17,33.86,41.5
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,120.0,22.33,8.13,115.3
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,150.0,22.95,34.26,87.9
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,180.0,11.7,80.65,93.2
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,210.0,43.84,108.31,206.6
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,240.0,67.01,115.82,213.3
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,270.0,62.89,120.24,215.9
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,300.0,33.75,71.8,252.2
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,122,330.0,48.17,16.06,0.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,0.0,2.31,252.19,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,30.0,77.49,100.23,3.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,60.0,100.87,54.15,6.7
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,90.0,54.5,47.91,49.6
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,120.0,47.77,26.41,130.6
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,150.0,42.36,51.17,141.2
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,180.0,42.97,56.21,168.9
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,210.0,85.0,77.85,203.2
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,240.0,106.43,129.02,210.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,270.0,100.01,137.56,208.8
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,300.0,43.89,92.42,238.3
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,163,330.0,103.59,34.53,0.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,0.0,2.48,251.75,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,30.0,183.51,68.94,1.3
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,60.0,171.33,62.12,4.5
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,90.0,127.87,123.7,51.4
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,120.0,58.26,48.88,143.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,150.0,40.16,42.39,140.7
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,180.0,41.93,98.68,159.6
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,210.0,75.16,144.99,202.5
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,240.0,106.54,67.2,218.3
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,270.0,105.66,149.98,206.7
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,300.0,6.46,166.12,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,204,330.0,168.25,56.08,0.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,0.0,5.18,251.52,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,30.0,0.3,0.25,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,60.0,1.42,1.52,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,90.0,141.68,72.88,207.1
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,120.0,120.36,92.66,204.1
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,150.0,44.71,95.56,148.7
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,180.0,89.64,138.37,8.7
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,210.0,199.47,121.32,5.4
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,240.0,187.03,188.98,57.6
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,270.0,83.59,227.14,60.0
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,300.0,4.04,243.54,
huevalue_wp0.64_g1.8_k1.0_s1.3,main,0.64,1.8,1.0,1.3,245,330.0,6.93,239.17,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,0.0,0.71,208.36,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,30.0,0.57,254.8,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,60.0,4.79,55.76,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,90.0,3.55,58.12,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,120.0,3.2,53.69,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,150.0,1.89,7.41,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,180.0,1.52,4.46,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,210.0,4.21,51.39,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,240.0,6.98,53.78,
huevalue_wp0.75_g1.4_k2.5_s1.0,main,0.75,1.4,2.5,1.0,40,270.0,7.23,53.97,
