cond,white_point,gamma,chroma_gamma,saturation,input_value,out_lum,out_r,out_g,out_b,chroma,grain,anisotropy,hue_deg
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,144,255.0,255.0,255.0,254.99,0.01,0.09,2.549,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,148,193.61,193.73,193.37,193.74,0.37,100.21,0.002,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,152,74.39,59.86,88.28,75.03,28.42,30.33,0.349,152.2
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,156,117.13,101.73,130.83,118.83,29.1,46.63,0.022,155.8
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,160,116.55,106.26,128.47,114.92,22.21,46.77,0.005,142.8
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,164,123.29,115.64,132.74,121.48,17.11,44.61,0.005,139.6
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,168,132.07,123.75,141.78,130.68,18.03,13.93,0.075,142.4
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,172,146.47,140.2,153.93,145.26,13.73,6.25,2.648,141.4
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,176,176.77,173.01,182.23,175.08,9.23,27.52,0.065,132.4
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,180,188.83,188.71,192.49,185.29,7.21,23.0,0.021,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,184,197.85,199.0,201.1,193.46,7.63,18.67,0.012,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,188,179.67,179.15,185.55,174.31,11.24,18.74,0.02,94.6
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,192,174.67,177.37,183.95,162.71,21.24,4.66,4.275,77.6
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,196,255.0,254.99,255.0,255.0,0.01,0.05,3.665,
tonefine_wp0.75_g1.4_k1.5_s1.0,0.75,1.4,1.5,1.0,200,180.12,180.07,179.04,181.25,2.21,103.88,0.0,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,100,21.96,13.17,33.38,19.32,20.2,23.04,0.201,137.3
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,104,45.21,31.73,60.31,43.6,28.57,6.25,1.942,144.4
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,108,39.22,25.85,55.14,36.67,29.29,45.91,0.204,141.4
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,112,59.31,49.3,73.64,54.99,24.34,71.32,0.005,132.9
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,116,77.83,69.66,91.88,71.95,22.22,64.19,0.004,125.4
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,120,100.5,91.1,115.09,95.32,23.98,55.31,0.003,129.5
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,124,110.66,102.34,125.48,104.15,23.14,45.15,0.023,124.0
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,128,108.88,102.57,123.57,100.5,23.07,6.84,2.875,115.4
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,132,137.65,134.7,151.54,126.72,24.82,9.58,55.934,101.7
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,136,148.82,148.64,163.28,134.56,28.71,19.86,0.041,90.6
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,140,180.77,181.39,189.36,171.55,17.82,30.87,0.002,86.5
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,144,218.16,219.7,222.33,212.44,9.88,38.5,0.001,74.9
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,148,255.0,254.99,255.0,255.0,0.01,0.05,2.11,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,152,212.95,217.58,219.08,202.19,16.89,18.51,0.019,64.6
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,156,218.46,221.76,223.9,209.72,14.18,15.52,0.009,68.1
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,160,221.39,224.58,224.71,214.87,9.84,13.86,0.012,60.7
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,164,225.36,229.68,226.72,219.69,9.99,9.63,0.107,43.2
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,168,234.59,234.48,237.76,231.52,6.24,3.84,0.493,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,172,243.48,243.75,245.3,241.39,3.91,3.7,8.433,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,176,250.6,248.34,252.9,250.57,4.57,2.9,7.999,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,180,253.05,250.67,254.5,253.97,3.82,1.69,4.704,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,184,252.57,247.77,254.99,254.96,7.22,1.2,5.471,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,188,250.7,242.92,254.62,254.56,11.7,1.96,0.924,179.8
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,192,252.72,250.2,254.4,253.58,4.2,3.12,0.434,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,196,254.99,254.98,255.0,255.0,0.02,0.08,3.529,
tonefine_wp1.0_g1.4_k1.5_s1.0,1.0,1.4,1.5,1.0,200,255.0,255.0,255.0,255.0,0.0,0.02,1.475,
