cond,white_point,gamma,chroma_gamma,saturation,input_value,out_lum,out_r,out_g,out_b,chroma,grain,anisotropy,hue_deg
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,108,16.24,16.21,16.99,15.53,1.45,37.02,0.002,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,112,14.37,14.52,15.16,13.44,1.73,34.02,0.001,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,116,10.86,10.98,11.15,10.46,0.7,30.49,0.046,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,120,0.0,0.0,0.0,0.0,0.0,0.0,,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,124,0.93,0.99,0.92,0.89,0.09,7.83,0.178,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,128,19.72,20.66,19.42,19.07,1.59,40.02,0.005,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,132,19.72,22.18,18.9,18.07,4.11,40.01,0.002,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,136,19.62,22.52,18.98,17.36,5.16,39.35,0.001,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,140,6.8,8.95,5.65,5.81,3.29,21.67,0.019,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,144,254.99,255.0,254.97,255.0,0.02,0.19,2.329,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,148,225.48,226.57,224.52,225.35,2.05,76.33,0.0,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,152,54.63,47.18,60.65,56.07,13.47,37.66,0.038,160.5
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,156,50.78,42.49,57.93,51.92,15.44,36.47,0.007,157.3
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,160,18.15,17.84,21.22,15.39,5.84,24.29,0.052,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,164,16.21,17.88,16.66,14.09,3.79,7.51,0.827,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,168,44.34,40.77,44.25,48.0,7.23,10.79,0.873,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,172,74.15,71.73,75.39,75.35,3.67,29.75,0.057,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,176,88.05,87.77,88.9,87.49,1.42,25.47,0.052,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,180,96.92,97.86,96.45,96.46,1.41,22.16,0.043,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,184,103.64,104.67,104.11,102.15,2.52,19.97,0.023,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,188,70.12,64.39,74.71,71.24,10.32,15.82,0.01,160.7
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,192,36.45,25.32,46.93,37.1,21.6,4.77,0.741,153.0
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,196,254.99,254.99,254.99,255.0,0.01,0.08,1.864,
tonefine_wp0.64_g1.8_k1.0_s0.7,0.64,1.8,1.0,0.7,200,194.69,196.7,192.43,194.94,4.27,102.04,0.0,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,100,59.43,57.22,60.23,60.82,3.6,99.86,0.114,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,104,8.55,4.45,11.58,9.63,7.13,17.87,0.66,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,108,11.22,11.14,11.15,11.36,0.22,40.75,0.185,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,112,28.29,28.44,27.86,28.57,0.71,60.85,0.0,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,116,27.48,28.26,26.77,27.4,1.49,60.56,0.0,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,120,9.41,9.72,9.11,9.41,0.61,38.06,0.133,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,124,0.4,0.44,0.4,0.35,0.09,4.89,0.195,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,128,33.92,35.7,33.01,33.05,2.69,62.61,0.004,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,132,36.05,40.24,34.6,33.32,6.92,62.3,0.002,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,136,36.26,40.15,35.52,33.11,7.04,60.15,0.002,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,140,14.81,21.91,13.02,9.51,12.4,5.28,1.316,15.9
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,144,255.0,255.0,254.99,255.0,0.01,0.06,1.408,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,148,197.73,198.22,197.53,197.44,0.79,97.94,0.002,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,152,55.02,46.42,62.22,56.42,15.8,47.08,0.228,158.7
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,156,81.29,71.59,91.34,80.93,19.75,48.23,0.006,148.2
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,160,66.77,59.78,73.61,66.94,13.83,52.83,0.005,151.2
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,164,52.82,47.34,58.62,52.48,11.28,43.18,0.04,147.1
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,168,62.89,54.73,69.84,64.1,15.11,5.32,3.837,157.9
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,172,85.34,78.7,91.33,85.99,12.64,27.86,0.27,155.1
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,176,117.45,116.42,120.91,115.01,5.9,37.58,0.035,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,180,131.24,133.19,134.58,125.97,8.6,29.95,0.018,68.7
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,184,141.19,144.17,144.87,134.52,10.35,25.19,0.006,63.5
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,188,116.97,118.46,123.98,108.47,15.51,9.86,0.015,80.6
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,192,111.93,112.32,122.85,100.62,22.22,4.46,1.221,88.3
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,196,255.0,255.0,255.0,255.0,0.0,0.02,3.801,
tonefine_wp0.75_g1.8_k1.5_s1.0,0.75,1.8,1.5,1.0,200,181.34,182.69,179.96,181.36,2.74,103.03,0.0,
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,100,73.63,64.09,91.32,65.46,27.22,11.74,0.222,122.6
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,104,111.57,101.9,131.56,101.24,30.32,31.51,0.186,118.9
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,108,122.13,114.45,141.37,110.57,30.8,46.9,0.023,113.4
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,112,128.81,127.37,144.88,114.17,30.71,45.96,0.004,94.6
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,116,140.55,141.67,155.81,124.18,31.63,40.3,0.003,86.5
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,120,154.5,157.22,168.63,137.66,30.97,34.18,0.006,81.4
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,124,159.45,163.14,172.58,142.62,29.96,25.22,0.074,77.9
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,128,160.69,166.41,171.42,144.24,27.18,5.17,0.492,70.0
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,132,177.99,185.43,187.37,161.18,26.19,5.51,9.624,63.8
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,136,180.43,187.01,190.14,164.16,25.98,7.82,0.197,66.3
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,140,208.06,213.32,214.47,196.39,18.08,20.05,0.006,63.3
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,144,228.33,233.79,231.25,219.95,13.84,22.43,0.003,50.1
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,148,255.0,255.0,255.0,255.0,0.0,0.01,3.941,
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,152,224.56,228.74,230.37,214.58,15.79,12.95,0.018,65.4
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,156,227.84,231.28,233.27,218.97,14.3,11.39,0.035,67.4
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,160,227.25,231.66,231.95,218.15,13.8,10.64,0.071,61.1
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,164,228.57,233.21,232.29,220.22,12.99,6.48,0.224,56.4
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,168,234.62,235.49,237.92,230.46,7.46,3.11,1.778,
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,172,242.16,238.9,246.94,240.64,8.03,3.45,7.195,131.8
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,176,247.27,240.9,251.98,248.94,11.09,3.09,7.237,164.6
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,180,249.92,240.71,254.89,254.16,14.18,1.66,3.113,177.4
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,184,249.17,237.6,254.98,254.94,17.38,1.14,8.351,179.9
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,188,249.03,237.27,254.93,254.89,17.67,1.29,4.629,179.9
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,192,252.66,248.92,254.75,254.3,5.83,2.82,0.572,
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,196,254.99,254.98,255.0,255.0,0.02,0.09,1.776,
tonefine_wp0.88_g1.0_k2.0_s1.3,0.88,1.0,2.0,1.3,200,255.0,255.0,255.0,255.0,0.0,0.03,7.506,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,100,12.88,12.47,13.39,12.76,0.92,44.52,0.255,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,104,45.67,42.69,51.18,43.13,8.49,72.14,0.014,122.6
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,108,38.54,37.2,39.75,38.67,2.55,73.48,0.0,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,112,37.68,37.6,38.2,37.23,0.97,73.52,0.0,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,116,19.31,18.71,19.79,19.45,1.08,55.9,0.096,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,120,0.08,0.0,0.12,0.12,0.12,0.62,16.459,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,124,6.33,4.9,7.68,6.41,2.79,24.85,0.246,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,128,55.41,50.61,60.19,55.42,9.58,71.34,0.021,150.1
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,132,67.3,60.93,74.63,66.35,13.7,65.39,0.008,143.1
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,136,69.6,60.44,77.71,70.66,17.27,64.7,0.003,156.0
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,140,63.39,55.2,70.27,64.71,15.07,59.51,0.005,158.6
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,144,255.0,255.0,255.0,255.0,0.0,0.02,5.735,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,148,253.34,253.96,252.82,253.26,1.14,9.61,0.007,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,152,110.43,91.12,125.71,114.46,34.58,52.41,0.013,161.4
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,156,117.05,102.58,133.42,115.17,30.85,44.23,0.024,143.9
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,160,97.2,88.32,111.98,91.29,23.67,25.87,0.113,126.6
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,164,107.81,103.41,122.07,97.94,24.12,5.6,1.015,107.5
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,168,134.23,132.25,142.6,127.83,14.77,9.89,0.701,103.0
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,172,167.58,168.03,173.67,161.04,12.63,30.02,0.06,86.5
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,176,184.55,185.58,189.99,178.09,11.9,26.05,0.042,81.5
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,180,192.97,195.04,198.41,185.45,12.96,21.11,0.015,74.5
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,184,200.99,203.55,205.94,193.48,12.46,16.98,0.006,70.4
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,188,195.56,198.16,201.18,187.34,13.84,16.89,0.019,72.0
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,192,202.42,208.13,208.69,190.44,18.25,4.03,4.926,61.5
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,196,254.99,254.98,255.0,255.0,0.02,0.08,3.446,
tonefine_wp0.88_g1.8_k1.0_s0.7,0.88,1.8,1.0,0.7,200,237.09,239.5,235.37,236.41,4.13,53.99,0.0,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,100,0.12,0.09,0.17,0.1,0.09,2.04,0.353,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,104,13.0,12.13,14.33,12.54,2.2,35.57,0.134,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,108,16.75,15.9,18.52,15.84,2.69,38.12,0.002,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,112,15.33,15.18,16.18,14.63,1.55,35.9,0.001,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,116,13.82,13.38,14.78,13.3,1.48,34.92,0.011,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,120,0.11,0.11,0.12,0.1,0.02,2.21,0.306,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,124,0.02,0.02,0.03,0.02,0.01,0.63,0.326,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,128,19.65,19.97,20.26,18.73,1.53,41.39,0.016,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,132,21.35,23.3,21.36,19.38,3.92,40.8,0.005,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,136,19.44,20.93,20.14,17.24,3.69,39.53,0.002,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,140,16.7,17.2,17.1,15.81,1.39,38.92,0.003,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,144,255.0,255.0,255.0,255.0,0.0,0.02,2.716,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,148,252.87,253.22,252.35,253.03,0.87,11.76,0.002,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,152,52.03,45.67,58.93,51.49,13.26,38.5,0.038,146.0
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,156,49.46,41.71,58.32,48.34,16.6,35.45,0.011,143.4
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,160,22.64,22.65,27.34,17.91,9.43,19.22,0.036,89.8
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,164,26.36,29.08,27.61,22.4,6.68,8.2,0.769,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,168,57.4,50.89,58.58,62.74,11.85,11.59,0.594,200.2
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,172,87.08,81.13,88.52,91.6,10.47,29.14,0.053,196.7
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,176,101.16,97.45,103.32,102.7,5.87,26.01,0.052,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,180,110.72,107.2,113.07,111.89,5.87,22.64,0.048,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,184,117.5,114.61,119.48,118.41,4.87,20.32,0.038,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,188,81.36,72.72,86.4,84.95,13.69,22.41,0.003,174.5
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,192,32.74,21.09,42.62,34.52,21.53,6.41,0.414,158.1
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,196,254.97,254.94,254.99,255.0,0.06,0.17,4.259,
tonefine_wp0.64_g1.8_k1.0_s1.3,0.64,1.8,1.0,1.3,200,209.4,211.38,207.26,209.55,4.11,90.72,0.0,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,100,43.83,41.57,45.33,44.6,3.76,88.9,0.152,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,104,16.02,8.91,26.67,12.47,17.76,9.99,0.241,130.9
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,108,19.94,17.84,23.71,18.29,5.87,54.26,0.157,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,112,36.72,35.22,38.3,36.64,3.07,73.0,0.0,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,116,36.29,35.01,38.24,35.64,3.23,72.66,0.0,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,120,16.62,15.54,17.81,16.52,2.27,51.64,0.1,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,124,3.07,0.37,7.01,1.82,6.64,4.08,5.666,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,128,53.93,46.49,61.63,53.67,15.14,69.11,0.033,148.3
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,132,67.94,59.71,77.18,66.94,17.48,63.15,0.01,144.3
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,136,70.23,58.16,81.84,70.69,23.68,61.97,0.002,151.9
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,140,40.57,29.09,54.95,37.67,25.86,8.81,0.159,139.0
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,144,255.0,254.99,255.0,255.0,0.01,0.05,2.158,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,148,194.1,193.72,194.45,194.12,0.74,100.46,0.002,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,152,79.12,62.88,95.56,78.91,32.68,39.22,0.297,149.4
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,156,119.37,104.29,135.49,118.32,31.2,47.13,0.013,146.7
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,160,120.56,111.52,133.39,116.77,21.87,46.09,0.005,133.3
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,164,125.75,121.69,137.74,117.81,19.93,43.16,0.005,109.4
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,168,132.2,129.43,141.56,125.62,15.94,11.93,0.055,106.8
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,172,146.94,146.55,154.6,139.67,14.93,6.52,1.867,92.6
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,176,175.75,177.98,180.44,168.84,11.6,26.7,0.08,71.6
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,180,186.88,190.42,190.67,179.55,11.12,22.93,0.017,61.1
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,184,194.75,198.92,197.9,187.42,11.5,19.19,0.01,55.4
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,188,184.85,188.63,190.21,175.7,14.51,19.26,0.011,65.7
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,192,178.53,184.05,188.52,163.03,25.49,4.25,1.32,69.4
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,196,254.99,254.98,255.0,255.0,0.02,0.07,2.111,
tonefine_wp0.75_g1.4_k1.5_s0.85,0.75,1.4,1.5,0.85,200,180.91,180.77,180.29,181.65,1.36,104.57,0.0,
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,100,12.76,5.1,24.11,9.07,19.01,9.67,0.128,131.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,104,41.48,27.68,58.99,37.76,31.31,20.71,0.428,138.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,108,44.68,32.88,60.34,40.84,27.46,61.23,0.085,136.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,112,45.62,38.56,55.32,42.99,16.76,72.39,0.001,134.8
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,116,46.7,36.56,58.2,45.34,21.64,70.86,0.002,143.8
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,120,51.22,36.97,64.17,52.52,27.2,69.5,0.003,154.7
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,124,40.87,23.81,58.46,40.33,34.66,36.83,0.05,148.5
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,128,49.11,37.62,65.07,44.64,27.45,8.84,4.269,134.3
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,132,77.55,64.72,93.26,74.65,28.54,11.57,14.454,140.0
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,136,97.13,88.1,114.46,88.82,26.36,48.85,0.023,121.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,140,117.67,110.29,130.88,111.84,20.59,46.62,0.001,123.9
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,144,195.47,191.27,201.68,193.45,10.41,73.02,0.001,131.5
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,148,254.99,254.97,254.99,255.0,0.03,0.13,3.585,
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,152,149.8,143.67,164.46,141.27,23.19,36.0,0.012,114.6
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,156,155.13,151.4,167.6,146.41,21.19,32.53,0.003,107.0
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,160,151.07,149.2,163.35,140.67,22.69,32.21,0.012,98.2
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,164,147.45,149.18,158.85,134.3,24.55,16.5,0.093,83.0
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,168,162.48,165.87,169.92,151.66,18.26,3.99,8.033,72.2
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,172,175.36,179.37,180.01,166.71,13.29,5.08,6.912,62.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,176,184.79,188.82,188.44,177.13,11.69,8.25,1.255,58.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,180,197.65,201.98,201.29,189.68,12.31,17.71,0.036,57.1
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,184,203.93,208.91,206.92,195.98,12.93,15.5,0.007,51.8
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,188,203.91,206.85,207.24,197.66,9.58,15.17,0.007,62.1
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,192,199.41,202.79,206.4,189.03,17.38,17.26,0.015,71.4
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,196,250.92,250.92,251.63,250.21,1.42,12.08,0.006,
tonefine_wp0.64_g1.0_k1.0_s0.7,0.64,1.0,1.0,0.7,200,254.99,254.97,255.0,255.0,0.03,0.09,5.056,
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,100,69.54,58.23,88.73,61.66,30.5,8.51,0.189,125.9
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,104,104.18,89.41,125.58,97.57,36.17,25.2,0.303,132.4
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,108,117.58,109.4,136.76,106.6,30.17,46.77,0.059,115.2
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,112,128.0,124.29,144.24,115.48,28.76,47.71,0.007,102.6
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,116,139.76,138.06,155.35,125.88,29.47,41.83,0.006,95.7
tonefine_wp0.88_g1.0_k1.0_s1.3,0.88,1.0,1.0,1.3,120,154.01,153.86,168.11,140.07,28.04,35.64,0.004,90.6
